"id","age"
1074919,50
1074922,59
1074936,70
1074945,58
1074958,65
1074960,54
1074974,53
1074987,64
1074993,69
1075004,66
1075016,79
1075027,66
1075039,71
1075040,62
1075053,65
1075065,71
1075071,66
1075082,71
1075098,54
1075109,63
1075117,75
1075126,73
1075134,59
1075142,56
1075155,51
1075163,64
1075178,61
1075180,62
1075191,72
1075205,59
1075218,71
1075223,67
1075230,71
1075241,66
1075259,68
1075266,78
1075277,62
1075284,64
1075292,60
1075303,58
1075311,59
1075325,53
1075332,51
1075348,69
1075354,58
1075367,57
1075376,67
1075389,57
1075390,55
1075401,63
1075419,64
1075422,55
1075436,63
1075445,67
1075458,76
1075460,56
1075474,57
1075487,70
1075493,64
1075507,71
1075510,54
1075524,66
1075538,66
1075546,68
1075552,53
1075561,51
1075575,72
1075583,59
1075599,62
1075606,49
1075612,70
1075629,59
1075631,73
1075647,67
1075650,59
1075668,70
1075673,70
1075685,59
1075694,62
1075702,66
1075715,62
1075721,67
1075733,68
1075749,59
1075757,68
1075764,73
1075770,48
1075788,65
1075796,60
1075808,65
1075814,75
1075820,62
1075837,64
1075843,58
1075851,62
1075862,51
1075879,56
1075886,59
1075895,66
1075900,64
1075913,70
1075928,68
1075935,69
1075944,50
1075956,58
1075969,61
1075972,67
1075981,52
1075997,78
1076002,60
1076015,68
1076021,71
1076033,63
1076049,69
1076057,53
1076064,65
1076070,61
1076088,57
1076096,65
1076103,60
1076111,73
1076125,55
1076132,62
1076148,47
1076154,66
1076167,60
1076176,65
1076189,59
1076190,60
1076204,73
1076216,73
1076227,72
1076239,58
1076240,68
1076253,61
1076265,62
1076271,70
1076282,76
1076298,71
1076307,66
1076310,75
1076324,65
1076338,68
1076346,66
1076352,47
1076361,51
1076375,66
1076383,61
1076399,60
1076400,67
1076413,57
1076428,71
1076435,61
1076444,62
1076456,62
1076469,74
1076472,54
1076481,67
1076497,68
1076501,61
1076519,60
1076522,50
1076536,64
1076545,65
1076558,74
1076560,56
1076574,72
1076587,62
1076593,64
1076605,67
1076618,72
1076623,53
1076630,69
1076641,60
1076659,61
1076666,69
1076677,63
1076684,66
1076692,68
1076708,53
1076714,50
1076720,70
1076737,72
1076743,57
1076751,67
1076762,55
1076779,60
1076786,62
1076795,67
1076806,51
1076812,51
1076829,66
1076831,68
1076847,55
1076850,70
1076868,53
1076873,68
1076885,63
1076894,55
1076909,69
1076917,72
1076926,57
1076934,60
1076942,61
1076955,63
1076963,71
1076978,71
1076980,69
1076991,57
1077007,68
1077010,66
1077024,70
1077038,54
1077046,51
1077052,59
1077061,71
1077075,53
1077083,71
1077099,69
1077108,65
1077114,58
1077120,66
1077137,71
1077143,51
1077151,57
1077162,71
1077179,57
1077186,64
1077195,73
1077201,66
1077219,72
1077222,59
1077236,72
1077245,69
1077258,55
1077260,57
1077274,65
1077287,69
1077293,58
1077302,72
1077315,55
1077321,52
1077333,74
1077349,60
1077357,49
1077364,75
1077370,58
1077388,65
1077396,70
1077405,70
1077418,74
1077423,63
1077430,56
1077441,55
1077459,57
1077466,69
1077477,72
1077484,70
1077492,69
1077504,52
1077516,55
1077527,71
1077539,64
1077540,56
1077553,66
1077565,65
1077571,60
1077582,59
1077598,63
1077600,50
1077613,62
1077628,62
1077635,64
1077644,73
1077656,64
1077669,54
1077672,49
1077681,56
1077697,60
1077703,57
1077711,56
1077725,48
1077732,66
1077748,61
1077754,60
1077767,61
1077776,63
1077789,63
1077790,61
1077809,58
1077817,70
1077826,50
1077834,60
1077842,65
1077855,65
1077863,69
1077878,70
1077880,68
1077891,65
1077906,51
1077912,67
1077929,60
1077931,64
1077947,63
1077950,75
1077968,68
1077973,56
1077985,76
1077994,69
1078008,63
1078014,72
1078020,68
1078037,71
1078043,57
1078051,56
1078062,71
1078079,66
1078086,49
1078095,57
1078107,73
1078110,48
1078124,63
1078138,56
1078146,65
1078152,60
1078161,68
1078175,71
1078183,77
1078199,69
1078202,66
1078215,60
1078221,73
1078233,72
1078249,66
1078257,66
1078264,68
1078270,60
1078288,56
1078296,50
1078301,75
1078319,61
1078322,75
1078336,70
1078345,57
1078358,56
1078360,49
1078374,64
1078387,71
1078393,72
1078409,73
1078417,61
1078426,54
1078434,55
1078442,60
1078455,66
1078463,65
1078478,74
1078480,73
1078491,63
1078500,68
1078513,51
1078528,61
1078535,70
1078544,71
1078556,55
1078569,55
1078572,72
1078581,65
1078597,67
1078604,75
1078616,64
1078627,75
1078639,52
1078640,57
1078653,76
1078665,64
1078671,69
1078682,67
1078698,65
1078706,52
1078712,70
1078729,64
1078731,48
1078747,75
1078750,65
1078768,67
1078773,59
1078785,70
1078794,61
1078805,64
1078818,52
1078823,51
1078830,64
1078841,65
1078859,59
1078866,64
1078877,73
1078884,60
1078892,58
1078903,73
1078911,51
1078925,63
1078932,55
1078948,54
1078954,59
1078967,53
1078976,57
1078989,62
1078990,59
1079009,69
1079017,50
1079026,51
1079034,65
1079042,52
1079055,66
1079063,51
1079078,53
1079080,51
1079091,53
1079104,67
1079116,67
1079127,57
1079139,65
1079140,73
1079153,62
1079165,69
1079171,59
1079182,76
1079198,71
1079203,56
1079211,62
1079225,56
1079232,64
1079248,70
1079254,57
1079267,75
1079276,79
1079289,58
1079290,66
1079305,51
1079318,53
1079323,71
1079330,62
1079341,53
1079359,57
1079366,55
1079377,50
1079384,48
1079392,61
1079408,65
1079414,61
1079420,49
1079437,68
1079443,52
1079451,59
1079462,69
1079479,55
1079486,70
1079495,63
1079506,60
1079512,66
1079529,57
1079531,70
1079547,72
1079550,74
1079568,64
1079573,72
1079585,60
1079594,57
1079607,64
1079610,52
1079624,63
1079638,65
1079646,60
1079652,50
1079661,63
1079675,58
1079683,70
1079699,61
1079700,61
1079713,64
1079728,53
1079735,67
1079744,66
1079756,67
1079769,78
1079772,61
1079781,54
1079797,54
1079801,49
1079819,70
1079822,52
1079836,68
1079845,65
1079858,60
1079860,50
1079874,74
1079887,61
1079893,48
1079902,52
1079915,78
1079921,71
1079933,62
1079949,57
1079957,54
1079964,61
1079970,67
1079988,74
1079996,61
1080003,66
1080011,56
1080025,55
1080032,65
1080048,70
1080054,67
1080067,72
1080076,55
1080089,60
1080090,68
1080102,64
1080115,53
1080121,69
1080133,66
1080149,67
1080157,73
1080164,72
1080170,51
1080188,68
1080196,79
1080207,63
1080210,71
1080224,70
1080238,62
1080246,53
1080252,63
1080261,78
1080275,74
1080283,57
1080299,50
1080304,78
1080316,55
1080327,60
1080339,59
1080340,65
1080353,66
1080365,51
1080371,52
1080382,70
1080398,51
1080406,61
1080412,75
1080429,69
1080431,56
1080447,62
1080450,62
1080468,65
1080473,65
1080485,57
1080494,61
1080505,65
1080518,65
1080523,68
1080530,67
1080541,59
1080559,71
1080566,76
1080577,52
1080584,67
1080592,64
1080601,65
1080619,75
1080622,54
1080636,67
1080645,51
1080658,50
1080660,56
1080674,60
1080687,53
1080693,71
1080709,76
1080717,61
1080726,56
1080734,53
1080742,69
1080755,66
1080763,60
1080778,64
1080780,71
1080791,57
1080800,58
1080813,74
1080828,63
1080835,77
1080844,74
1080856,68
1080869,70
1080872,64
1080881,54
1080897,61
1080908,65
1080914,48
1080920,66
1080937,49
1080943,56
1080951,59
1080962,51
1080979,62
1080986,74
1080995,77
1081009,61
1081017,62
1081026,73
1081034,49
1081042,70
1081055,61
1081063,67
1081078,63
1081080,65
1081091,66
1081104,56
1081116,60
1081127,55
1081139,54
1081140,62
1081153,67
1081165,62
1081171,50
1081182,76
1081198,66
1081203,70
1081211,57
1081225,65
1081232,61
1081248,63
1081254,55
1081267,64
1081276,73
1081289,66
1081290,70
1081305,72
1081318,74
1081323,67
1081330,50
1081341,61
1081359,72
1081366,71
1081377,75
1081384,73
1081392,49
1081408,53
1081414,68
1081420,57
1081437,72
1081443,66
1081451,52
1081462,50
1081479,73
1081486,57
1081495,62
1081506,59
1081512,54
1081529,66
1081531,74
1081547,54
1081550,50
1081568,62
1081573,59
1081585,76
1081594,68
1081607,58
1081610,63
1081624,69
1081638,69
1081646,64
1081652,69
1081661,70
1081675,46
1081683,72
1081699,61
1081700,66
1081713,66
1081728,62
1081735,70
1081744,68
1081756,75
1081769,74
1081772,72
1081781,46
1081797,55
1081801,61
1081819,54
1081822,67
1081836,51
1081845,63
1081858,63
1081860,67
1081874,60
1081887,63
1081893,62
1081902,52
1081915,54
1081921,62
1081933,74
1081949,53
1081957,67
1081964,58
1081970,59
1081988,77
1081996,70
1082004,64
1082016,55
1082027,67
1082039,70
1082040,58
1082053,48
1082065,48
1082071,51
1082082,57
1082098,74
1082109,63
1082117,59
1082126,59
1082134,72
1082142,61
1082155,70
1082163,58
1082178,50
1082180,55
1082191,74
1082205,59
1082218,57
1082223,56
1082230,61
1082241,73
1082259,57
1082266,68
1082277,71
1082284,51
1082292,53
1082303,61
1082311,50
1082325,69
1082332,64
1082348,71
1082354,58
1082367,62
1082376,67
1082389,81
1082390,61
1082401,71
1082419,59
1082422,71
1082436,72
1082445,74
1082458,59
1082460,79
1082474,69
1082487,60
1082493,73
1082507,65
1082510,53
1082524,65
1082538,67
1082546,67
1082552,64
1082561,70
1082575,68
1082583,69
1082599,63
1082606,65
1082612,55
1082629,52
1082631,76
1082647,47
1082650,74
1082668,73
1082673,57
1082685,50
1082694,51
1082702,61
1082715,73
1082721,55
1082733,69
1082749,63
1082757,70
1082764,69
1082770,60
1082788,70
1082796,55
1082808,60
1082814,68
1082820,68
1082837,67
1082843,53
1082851,51
1082862,65
1082879,57
1082886,52
1082895,64
1082900,54
1082913,44
1082928,71
1082935,56
1082944,65
1082956,68
1082969,66
1082972,64
1082981,63
1082997,58
1083001,56
1083019,72
1083022,64
1083036,49
1083045,66
1083058,56
1083060,74
1083074,72
1083087,49
1083093,56
1083106,56
1083112,60
1083129,65
1083131,52
1083147,61
1083150,66
1083168,68
1083173,72
1083185,50
1083194,60
1083200,69
1083213,61
1083228,56
1083235,63
1083244,49
1083256,69
1083269,64
1083272,68
1083281,57
1083297,53
1083308,59
1083314,65
1083320,61
1083337,73
1083343,74
1083351,50
1083362,67
1083379,55
1083386,57
1083395,71
1083404,63
1083416,61
1083427,72
1083439,75
1083440,59
1083453,58
1083465,57
1083471,69
1083482,64
1083498,59
1083502,67
1083515,54
1083521,52
1083533,56
1083549,56
1083557,64
1083564,48
1083570,55
1083588,53
1083596,74
1083609,48
1083617,66
1083626,72
1083634,47
1083642,65
1083655,63
1083663,53
1083678,68
1083680,65
1083691,71
1083707,70
1083710,78
1083724,52
1083738,60
1083746,63
1083752,67
1083761,75
1083775,62
1083783,61
1083799,69
1083803,55
1083811,70
1083825,54
1083832,64
1083848,54
1083854,60
1083867,68
1083876,64
1083889,73
1083890,67
1083905,72
1083918,66
1083923,73
1083930,76
1083941,57
1083959,61
1083966,51
1083977,46
1083984,70
1083992,76
1084002,66
1084015,76
1084021,66
1084033,60
1084049,62
1084057,60
1084064,54
1084070,70
1084088,67
1084096,69
1084103,55
1084111,70
1084125,68
1084132,59
1084148,53
1084154,60
1084167,62
1084176,60
1084189,58
1084190,58
1084204,54
1084216,66
1084227,64
1084239,70
1084240,71
1084253,64
1084265,71
1084271,70
1084282,61
1084298,50
1084307,63
1084310,68
1084324,61
1084338,51
1084346,67
1084352,70
1084361,65
1084375,60
1084383,54
1084399,77
1084400,63
1084413,73
1084428,52
1084435,56
1084444,67
1084456,58
1084469,48
1084472,59
1084481,55
1084497,53
1084501,51
1084519,70
1084522,65
1084536,50
1084545,57
1084558,63
1084560,58
1084574,58
1084587,51
1084593,55
1084605,71
1084618,65
1084623,72
1084630,68
1084641,71
1084659,59
1084666,61
1084677,51
1084684,68
1084692,63
1084708,75
1084714,53
1084720,71
1084737,54
1084743,68
1084751,55
1084762,59
1084779,62
1084786,62
1084795,55
1084806,57
1084812,74
1084829,55
1084831,53
1084847,66
1084850,66
1084868,56
1084873,57
1084885,57
1084894,60
1084909,49
1084917,67
1084926,73
1084934,59
1084942,55
1084955,68
1084963,55
1084978,53
1084980,64
1084991,66
1085008,69
1085014,63
1085020,76
1085037,60
1085043,75
1085051,75
1085062,71
1085079,62
1085086,50
1085095,59
1085107,51
1085110,48
1085124,55
1085138,63
1085146,52
1085152,57
1085161,61
1085175,67
1085183,74
1085199,70
1085202,72
1085215,77
1085221,66
1085233,52
1085249,74
1085257,48
1085264,60
1085270,50
1085288,50
1085296,77
1085301,56
1085319,50
1085322,67
1085336,52
1085345,67
1085358,65
1085360,59
1085374,62
1085387,59
1085393,69
1085409,66
1085417,72
1085426,60
1085434,72
1085442,61
1085455,68
1085463,49
1085478,68
1085480,65
1085491,55
1085500,77
1085513,48
1085528,52
1085535,70
1085544,71
1085556,65
1085569,73
1085572,52
1085581,76
1085597,63
1085604,70
1085616,66
1085627,67
1085639,52
1085640,54
1085653,74
1085665,63
1085671,49
1085682,71
1085698,52
1085706,53
1085712,67
1085729,73
1085731,66
1085747,76
1085750,54
1085768,67
1085773,51
1085785,69
1085794,68
1085805,77
1085818,55
1085823,57
1085830,51
1085841,62
1085859,49
1085866,71
1085877,67
1085884,62
1085892,50
1085903,69
1085911,71
1085925,67
1085932,48
1085948,75
1085954,73
1085967,77
1085976,54
1085989,61
1085990,68
1086006,62
1086012,64
1086029,62
1086031,75
1086047,65
1086050,66
1086068,69
1086073,59
1086085,68
1086094,66
1086101,69
1086119,55
1086122,75
1086136,54
1086145,48
1086158,49
1086160,67
1086174,58
1086187,69
1086193,68
1086208,50
1086214,69
1086220,63
1086237,64
1086243,66
1086251,68
1086262,55
1086279,66
1086286,61
1086295,49
1086300,52
1086313,67
1086328,56
1086335,54
1086344,63
1086356,58
1086369,68
1086372,72
1086381,66
1086397,54
1086403,61
1086411,67
1086425,65
1086432,57
1086448,48
1086454,55
1086467,71
1086476,61
1086489,47
1086490,54
1086509,52
1086517,63
1086526,71
1086534,50
1086542,52
1086555,56
1086563,47
1086578,55
1086580,70
1086591,70
1086602,50
1086615,51
1086621,63
1086633,58
1086649,66
1086657,74
1086664,53
1086670,52
1086688,72
1086696,74
1086705,72
1086718,61
1086723,70
1086730,70
1086741,64
1086759,58
1086766,68
1086777,74
1086784,64
1086792,71
1086804,52
1086816,72
1086827,69
1086839,70
1086840,70
1086853,70
1086865,58
1086871,55
1086882,64
1086898,59
1086907,74
1086910,57
1086924,72
1086938,69
1086946,65
1086952,67
1086961,73
1086975,50
1086983,58
1086999,62
1087000,63
1087013,66
1087028,52
1087035,69
1087044,70
1087056,51
1087069,77
1087072,56
1087081,66
1087097,76
1087105,60
1087118,49
1087123,59
1087130,60
1087141,52
1087159,67
1087166,68
1087177,49
1087184,73
1087192,62
1087209,68
1087217,65
1087226,67
1087234,74
1087242,55
1087255,78
1087263,73
1087278,76
1087280,60
1087291,65
1087306,66
1087312,68
1087329,64
1087331,62
1087347,74
1087350,53
1087368,70
1087373,62
1087385,53
1087394,55
1087402,58
1087415,62
1087421,62
1087433,72
1087449,77
1087457,65
1087464,70
1087470,79
1087488,69
1087496,51
1087508,71
1087514,62
1087520,55
1087537,50
1087543,77
1087551,53
1087562,68
1087579,57
1087586,52
1087595,60
1087603,68
1087611,67
1087625,57
1087632,65
1087648,79
1087654,73
1087667,50
1087676,66
1087689,65
1087690,70
1087701,60
1087719,62
1087722,55
1087736,73
1087745,50
1087758,63
1087760,62
1087774,65
1087787,77
1087793,67
1087807,66
1087810,63
1087824,50
1087838,67
1087846,69
1087852,74
1087861,56
1087875,79
1087883,73
1087899,55
1087904,56
1087916,61
1087927,71
1087939,53
1087940,69
1087953,64
1087965,65
1087971,50
1087982,72
1087998,51
1088005,68
1088018,71
1088023,58
1088030,52
1088041,54
1088059,66
1088066,68
1088077,65
1088084,68
1088092,55
1088100,53
1088113,65
1088128,63
1088135,48
1088144,67
1088156,55
1088169,73
1088172,74
1088181,56
1088197,69
1088206,50
1088212,73
1088229,73
1088231,66
1088247,66
1088250,52
1088268,62
1088273,54
1088285,66
1088294,69
1088309,68
1088317,49
1088326,66
1088334,70
1088342,58
1088355,64
1088363,63
1088378,58
1088380,60
1088391,76
1088407,68
1088410,60
1088424,64
1088438,58
1088446,58
1088452,49
1088461,73
1088475,66
1088483,63
1088499,66
1088503,65
1088511,61
1088525,56
1088532,62
1088548,50
1088554,66
1088567,50
1088576,54
1088589,63
1088590,62
1088608,49
1088614,64
1088620,62
1088637,75
1088643,60
1088651,69
1088662,52
1088679,73
1088686,72
1088695,73
1088704,51
1088716,50
1088727,68
1088739,71
1088740,57
1088753,54
1088765,69
1088771,60
1088782,75
1088798,62
1088802,59
1088815,63
1088821,69
1088833,72
1088849,61
1088857,67
1088864,54
1088870,49
1088888,58
1088896,50
1088901,48
1088919,68
1088922,74
1088936,62
1088945,61
1088958,72
1088960,48
1088974,48
1088987,67
1088993,49
1089007,69
1089010,63
1089024,71
1089038,56
1089046,68
1089052,53
1089061,67
1089075,76
1089083,47
1089099,63
1089108,68
1089114,66
1089120,67
1089137,65
1089143,64
1089151,64
1089162,66
1089179,48
1089186,60
1089195,59
1089201,52
1089219,72
1089222,74
1089236,73
1089245,76
1089258,67
1089260,63
1089274,52
1089287,64
1089293,73
1089302,54
1089315,75
1089321,59
1089333,53
1089349,57
1089357,53
1089364,68
1089370,75
1089388,60
1089396,56
1089405,57
1089418,60
1089423,62
1089430,68
1089441,71
1089459,70
1089466,57
1089477,65
1089484,66
1089492,51
1089504,74
1089516,67
1089527,52
1089539,76
1089540,63
1089553,57
1089565,50
1089571,65
1089582,70
1089598,67
1089600,56
1089613,70
1089628,63
1089635,69
1089644,56
1089656,74
1089669,76
1089672,63
1089681,71
1089697,56
1089703,69
1089711,53
1089725,60
1089732,63
1089748,54
1089754,59
1089767,77
1089776,72
1089789,64
1089790,72
1089809,70
1089817,52
1089826,70
1089834,55
1089842,60
1089855,61
1089863,67
1089878,66
1089880,58
1089891,66
1089906,51
1089912,58
1089929,67
1089931,73
1089947,51
1089950,72
1089968,51
1089973,49
1089985,54
1089994,65
1090001,74
1090019,68
1090022,49
1090036,71
1090045,65
1090058,63
1090060,75
1090074,53
1090087,51
1090093,77
1090106,70
1090112,59
1090129,66
1090131,60
1090147,52
1090150,66
1090168,69
1090173,67
1090185,67
1090194,69
1090200,59
1090213,67
1090228,64
1090235,61
1090244,74
1090256,65
1090269,75
1090272,68
1090281,51
1090297,53
1090308,70
1090314,74
1090320,64
1090337,55
1090343,51
1090351,57
1090362,62
1090379,75
1090386,65
1090395,70
1090404,60
1090416,49
1090427,67
1090439,57
1090440,61
1090453,71
1090465,67
1090471,72
1090482,66
1090498,67
1090502,68
1090515,59
1090521,71
1090533,74
1090549,71
1090557,63
1090564,75
1090570,58
1090588,63
1090596,51
1090609,59
1090617,51
1090626,62
1090634,76
1090642,63
1090655,70
1090663,73
1090678,50
1090680,70
1090691,53
1090707,58
1090710,59
1090724,58
1090738,68
1090746,56
1090752,69
1090761,52
1090775,61
1090783,69
1090799,68
1090803,71
1090811,50
1090825,57
1090832,60
1090848,77
1090854,59
1090867,57
1090876,61
1090889,59
1090890,69
1090905,72
1090918,55
1090923,61
1090930,77
1090941,58
1090959,67
1090966,60
1090977,63
1090984,68
1090992,52
1091007,57
1091010,53
1091024,64
1091038,74
1091046,53
1091052,67
1091061,65
1091075,56
1091083,49
1091099,49
1091108,65
1091114,51
1091120,54
1091137,68
1091143,64
1091151,62
1091162,71
1091179,55
1091186,54
1091195,76
1091201,66
1091219,57
1091222,71
1091236,55
1091245,75
1091258,50
1091260,51
1091274,54
1091287,55
1091293,64
1091302,70
1091315,64
1091321,62
1091333,72
1091349,61
1091357,70
1091364,70
1091370,57
1091388,72
1091396,74
1091405,61
1091418,73
1091423,69
1091430,51
1091441,71
1091459,76
1091466,63
1091477,62
1091484,69
1091492,74
1091504,69
1091516,52
1091527,65
1091539,68
1091540,68
1091553,54
1091565,76
1091571,54
1091582,54
1091598,53
1091600,69
1091613,71
1091628,59
1091635,48
1091644,65
1091656,50
1091669,63
1091672,73
1091681,63
1091697,49
1091703,59
1091711,51
1091725,60
1091732,69
1091748,58
1091754,65
1091767,72
1091776,69
1091789,56
1091790,67
1091809,71
1091817,63
1091826,76
1091834,76
1091842,51
1091855,51
1091863,64
1091878,58
1091880,59
1091891,58
1091906,62
1091912,69
1091929,51
1091931,68
1091947,65
1091950,70
1091968,62
1091973,67
1091985,50
1091994,72
1092008,64
1092014,67
1092020,59
1092037,69
1092043,74
1092051,65
1092062,62
1092079,68
1092086,59
1092095,63
1092107,58
1092110,55
1092124,56
1092138,64
1092146,49
1092152,71
1092161,59
1092175,60
1092183,66
1092199,62
1092202,78
1092215,62
1092221,67
1092233,63
1092249,72
1092257,58
1092264,71
1092270,52
1092288,70
1092296,67
1092301,65
1092319,76
1092322,66
1092336,63
1092345,65
1092358,59
1092360,58
1092374,69
1092387,66
1092393,70
1092409,60
1092417,50
1092426,68
1092434,69
1092442,54
1092455,64
1092463,73
1092478,62
1092480,65
1092491,63
1092500,77
1092513,59
1092528,70
1092535,67
1092544,60
1092556,53
1092569,70
1092572,77
1092581,65
1092597,67
1092604,52
1092616,48
1092627,57
1092639,53
1092640,59
1092653,75
1092665,64
1092671,66
1092682,70
1092698,67
1092706,66
1092712,72
1092729,70
1092731,70
1092747,51
1092750,61
1092768,59
1092773,64
1092785,57
1092794,61
1092805,70
1092818,52
1092823,56
1092830,55
1092841,54
1092859,58
1092866,50
1092877,63
1092884,59
1092892,62
1092903,73
1092911,66
1092925,66
1092932,71
1092948,57
1092954,67
1092967,55
1092976,71
1092989,70
1092990,68
1093009,73
1093017,51
1093026,66
1093034,67
1093042,66
1093055,50
1093063,71
1093078,68
1093080,63
1093091,55
1093104,65
1093116,51
1093127,54
1093139,65
1093140,59
1093153,73
1093165,67
1093171,64
1093182,64
1093198,62
1093203,60
1093211,57
1093225,71
1093232,67
1093248,57
1093254,70
1093267,61
1093276,62
1093289,64
1093290,72
1093305,56
1093318,60
1093323,57
1093330,72
1093341,68
1093359,63
1093366,61
1093377,54
1093384,
1093392,60
1093408,75
1093414,62
1093420,58
1093437,76
1093443,74
1093451,69
1093462,63
1093479,64
1093486,59
1093495,79
1093506,76
1093512,69
1093529,63
1093531,59
1093547,67
1093550,62
1093568,55
1093573,66
1093585,69
1093594,50
1093607,53
1093610,66
1093624,48
1093638,59
1093646,77
1093652,59
1093661,55
1093675,52
1093683,66
1093699,47
1093700,70
1093713,63
1093728,76
1093735,73
1093744,58
1093756,61
1093769,60
1093772,66
1093781,62
1093797,75
1093801,62
1093819,62
1093822,60
1093836,74
1093845,53
1093858,69
1093860,71
1093874,69
1093887,66
1093893,66
1093902,69
1093915,55
1093921,74
1093933,67
1093949,76
1093957,76
1093964,68
1093970,52
1093988,74
1093996,65
1094006,60
1094012,66
1094029,61
1094031,63
1094047,64
1094050,59
1094068,74
1094073,65
1094085,71
1094094,75
1094101,66
1094119,61
1094122,49
1094136,77
1094145,55
1094158,53
1094160,68
1094174,72
1094187,62
1094193,57
1094208,68
1094214,71
1094220,72
1094237,66
1094243,70
1094251,75
1094262,76
1094279,70
1094286,57
1094295,74
1094300,69
1094313,56
1094328,49
1094335,68
1094344,61
1094356,63
1094369,68
1094372,72
1094381,65
1094397,68
1094403,58
1094411,78
1094425,66
1094432,64
1094448,58
1094454,58
1094467,65
1094476,66
1094489,74
1094490,64
1094509,51
1094517,52
1094526,51
1094534,61
1094542,62
1094555,48
1094563,65
1094578,78
1094580,61
1094591,64
1094602,65
1094615,52
1094621,75
1094633,67
1094649,53
1094657,72
1094664,68
1094670,72
1094688,70
1094696,69
1094705,50
1094718,76
1094723,59
1094730,68
1094741,58
1094759,52
1094766,49
1094777,54
1094784,73
1094792,51
1094804,76
1094816,62
1094827,72
1094839,64
1094840,69
1094853,58
1094865,69
1094871,70
1094882,60
1094898,63
1094907,58
1094910,63
1094924,53
1094938,50
1094946,63
1094952,74
1094961,67
1094975,53
1094983,73
1094999,66
1095005,51
1095018,71
1095023,62
1095030,59
1095041,59
1095059,69
1095066,67
1095077,50
1095084,50
1095092,64
1095100,75
1095113,64
1095128,54
1095135,60
1095144,65
1095156,54
1095169,71
1095172,66
1095181,66
1095197,62
1095206,70
1095212,59
1095229,68
1095231,78
1095247,72
1095250,56
1095268,57
1095273,67
1095285,62
1095294,52
1095309,69
1095317,69
1095326,72
1095334,73
1095342,62
1095355,61
1095363,53
1095378,72
1095380,64
1095391,69
1095407,59
1095410,56
1095424,50
1095438,53
1095446,53
1095452,74
1095461,61
1095475,58
1095483,61
1095499,55
1095503,61
1095511,62
1095525,72
1095532,53
1095548,63
1095554,73
1095567,58
1095576,63
1095589,70
1095590,68
1095608,54
1095614,62
1095620,65
1095637,52
1095643,55
1095651,65
1095662,69
1095679,50
1095686,57
1095695,60
1095704,59
1095716,71
1095727,52
1095739,64
1095740,59
1095753,53
1095765,49
1095771,63
1095782,65
1095798,64
1095802,68
1095815,76
1095821,54
1095833,66
1095849,71
1095857,68
1095864,61
1095870,62
1095888,65
1095896,66
1095901,53
1095919,58
1095922,56
1095936,77
1095945,64
1095958,64
1095960,59
1095974,70
1095987,54
1095993,64
1096004,60
1096016,53
1096027,64
1096039,64
1096040,72
1096053,51
1096065,61
1096071,57
1096082,53
1096098,66
1096109,68
1096117,56
1096126,48
1096134,64
1096142,76
1096155,60
1096163,62
1096178,61
1096180,54
1096191,51
1096205,64
1096218,60
1096223,73
1096230,67
1096241,63
1096259,57
1096266,
1096277,54
1096284,68
1096292,52
1096303,77
1096311,74
1096325,73
1096332,70
1096348,53
1096354,64
1096367,68
1096376,60
1096389,53
1096390,70
1096401,65
1096419,69
1096422,71
1096436,47
1096445,59
1096458,58
1096460,63
1096474,67
1096487,58
1096493,50
1096507,63
1096510,56
1096524,72
1096538,69
1096546,48
1096552,57
1096561,71
1096575,65
1096583,75
1096599,62
1096606,66
1096612,70
1096629,66
1096631,65
1096647,47
1096650,69
1096668,57
1096673,71
1096685,55
1096694,62
1096702,59
1096715,53
1096721,54
1096733,70
1096749,63
1096757,61
1096764,68
1096770,77
1096788,70
1096796,67
1096808,64
1096814,54
1096820,51
1096837,65
1096843,74
1096851,52
1096862,69
1096879,68
1096886,53
1096895,72
1096900,69
1096913,72
1096928,68
1096935,53
1096944,76
1096956,74
1096969,54
1096972,62
1096981,51
1096997,65
1097003,49
1097011,56
1097025,63
1097032,66
1097048,49
1097054,56
1097067,64
1097076,67
1097089,51
1097090,53
1097102,71
1097115,59
1097121,65
1097133,67
1097149,68
1097157,57
1097164,67
1097170,69
1097188,65
1097196,64
1097207,54
1097210,69
1097224,74
1097238,74
1097246,54
1097252,62
1097261,67
1097275,64
1097283,77
1097299,53
1097304,55
1097316,71
1097327,74
1097339,72
1097340,59
1097353,71
1097365,64
1097371,72
1097382,72
1097398,56
1097406,61
1097412,60
1097429,59
1097431,56
1097447,64
1097450,55
1097468,73
1097473,64
1097485,55
1097494,51
1097505,67
1097518,53
1097523,50
1097530,70
1097541,56
1097559,55
1097566,68
1097577,64
1097584,53
1097592,65
1097601,64
1097619,53
1097622,68
1097636,69
1097645,63
1097658,
1097660,61
1097674,65
1097687,53
1097693,52
1097709,79
1097717,67
1097726,64
1097734,70
1097742,56
1097755,64
1097763,64
1097778,66
1097780,66
1097791,63
1097800,53
1097813,49
1097828,64
1097835,67
1097844,74
1097856,69
1097869,56
1097872,73
1097881,59
1097897,55
1097908,48
1097914,65
1097920,55
1097937,75
1097943,75
1097951,68
1097962,66
1097979,53
1097986,54
1097995,61
1098002,65
1098015,64
1098021,63
1098033,63
1098049,71
1098057,52
1098064,51
1098070,70
1098088,63
1098096,72
1098103,62
1098111,72
1098125,65
1098132,70
1098148,71
1098154,70
1098167,52
1098176,54
1098189,77
1098190,75
1098204,60
1098216,65
1098227,57
